#Step_num time omega delta |10><10| |r0><r0| |d0><d0|
5524 1.272906 0.999797 0.000051 0.000051 0.000051 0.000051
5525 1.273135 0.999797 0.000051 0.000051 0.000051 0.000051
5526 1.273365 0.999797 0.000051 0.000051 0.000051 0.000051
5527 1.273595 0.999797 0.000051 0.000051 0.000051 0.000051
5528 1.273825 0.999797 0.000051 0.000051 0.000051 0.000051
5529 1.274054 0.999797 0.000051 0.000051 0.000051 0.000051
5530 1.274284 0.999797 0.000051 0.000051 0.000051 0.000051
5531 1.274514 0.999797 0.000051 0.000051 0.000051 0.000051
5532 1.274743 0.999797 0.000051 0.000051 0.000051 0.000051
5533 1.274973 0.999797 0.000051 0.000051 0.000051 0.000051
5534 1.275203 0.999797 0.000051 0.000051 0.000051 0.000051
5535 1.275433 0.999797 0.000051 0.000051 0.000051 0.000051
5536 1.275662 0.999797 0.000051 0.000051 0.000051 0.000051
5537 1.275892 0.999797 0.000051 0.000051 0.000051 0.000051
5538 1.276122 0.999797 0.000051 0.000051 0.000051 0.000051
5539 1.276351 0.999797 0.000051 0.000051 0.000051 0.000051
5540 1.276581 0.999797 0.000051 0.000051 0.000051 0.000051
5541 1.276811 0.999797 0.000051 0.000051 0.000051 0.000051
5542 1.277041 0.999797 0.000051 0.000051 0.000051 0.000051
5543 1.277270 0.999797 0.000051 0.000051 0.000051 0.000051
5544 1.277500 0.999797 0.000051 0.000051 0.000051 0.000051
5545 1.277730 0.999797 0.000051 0.000051 0.000051 0.000051
5546 1.277959 0.999797 0.000051 0.000051 0.000051 0.000051
5547 1.278189 0.999797 0.000051 0.000051 0.000051 0.000051
5548 1.278419 0.999797 0.000051 0.000051 0.000051 0.000051
5549 1.278649 0.999797 0.000051 0.000051 0.000051 0.000051
5550 1.278878 0.999797 0.000051 0.000051 0.000051 0.000051
5551 1.279108 0.999797 0.000051 0.000051 0.000051 0.000051
5552 1.279338 0.999797 0.000051 0.000051 0.000051 0.000051
5553 1.279568 0.999797 0.000051 0.000051 0.000051 0.000051
5554 1.279797 0.999797 0.000051 0.000051 0.000051 0.000051
5555 1.280027 0.999797 0.000051 0.000051 0.000051 0.000051
5556 1.280257 0.999797 0.000051 0.000051 0.000051 0.000051
5557 1.280486 0.999797 0.000051 0.000051 0.000051 0.000051
5558 1.280716 0.999797 0.000051 0.000051 0.000051 0.000051
5559 1.280946 0.999797 0.000051 0.000051 0.000051 0.000051
5560 1.281176 0.999797 0.000051 0.000051 0.000051 0.000051
5561 1.281405 0.999797 0.000051 0.000051 0.000051 0.000051
5562 1.281635 0.999797 0.000051 0.000051 0.000051 0.000051
5563 1.281865 0.999797 0.000051 0.000051 0.000051 0.000051
5564 1.282094 0.999797 0.000051 0.000051 0.000051 0.000051
5565 1.282324 0.999797 0.000051 0.000051 0.000051 0.000051
5566 1.282554 0.999797 0.000051 0.000051 0.000051 0.000051
5567 1.282784 0.999797 0.000051 0.000051 0.000051 0.000051
5568 1.283013 0.999797 0.000051 0.000051 0.000051 0.000051
5569 1.283243 0.999797 0.000051 0.000051 0.000051 0.000051
5570 1.283473 0.999797 0.000051 0.000051 0.000051 0.000051
5571 1.283703 0.999797 0.000051 0.000051 0.000051 0.000051
5572 1.283932 0.999797 0.000051 0.000051 0.000051 0.000051
5573 1.284162 0.999797 0.000051 0.000051 0.000051 0.000051
5574 1.284392 0.999797 0.000051 0.000051 0.000051 0.000051
5575 1.284621 0.999797 0.000051 0.000051 0.000051 0.000051
5576 1.284851 0.999797 0.000051 0.000051 0.000051 0.000051
5577 1.285081 0.999797 0.000051 0.000051 0.000051 0.000051
5578 1.285311 0.999797 0.000051 0.000051 0.000051 0.000051
5579 1.285540 0.999797 0.000051 0.000051 0.000051 0.000051
5580 1.285770 0.999797 0.000051 0.000051 0.000051 0.000051
5581 1.286000 0.999797 0.000051 0.000051 0.000051 0.000051
5582 1.286229 0.999797 0.000051 0.000051 0.000051 0.000051
5583 1.286459 0.999797 0.000051 0.000051 0.000051 0.000051
5584 1.286689 0.999797 0.000051 0.000051 0.000051 0.000051
5585 1.286919 0.999797 0.000051 0.000051 0.000051 0.000051
5586 1.287148 0.999797 0.000051 0.000051 0.000051 0.000051
5587 1.287378 0.999797 0.000051 0.000051 0.000051 0.000051
5588 1.287608 0.999797 0.000051 0.000051 0.000051 0.000051
5589 1.287837 0.999797 0.000051 0.000051 0.000051 0.000051
5590 1.288067 0.999797 0.000051 0.000051 0.000051 0.000051
5591 1.288297 0.999797 0.000051 0.000051 0.000051 0.000051
5592 1.288527 0.999797 0.000051 0.000051 0.000051 0.000051
5593 1.288756 0.999797 0.000051 0.000051 0.000051 0.000051
5594 1.288986 0.999797 0.000051 0.000051 0.000051 0.000051
5595 1.289216 0.999797 0.000051 0.000051 0.000051 0.000051
5596 1.289446 0.999797 0.000051 0.000051 0.000051 0.000051
5597 1.289675 0.999797 0.000051 0.000051 0.000051 0.000051
5598 1.289905 0.999797 0.000051 0.000051 0.000051 0.000051
5599 1.290135 0.999797 0.000051 0.000051 0.000051 0.000051
5600 1.290364 0.999797 0.000051 0.000051 0.000051 0.000051
5601 1.290594 0.999797 0.000051 0.000051 0.000051 0.000051
5602 1.290824 0.999797 0.000051 0.000051 0.000051 0.000051
5603 1.291054 0.999797 0.000051 0.000051 0.000051 0.000051
5604 1.291283 0.999797 0.000051 0.000051 0.000051 0.000051
5605 1.291513 0.999797 0.000051 0.000051 0.000051 0.000051
5606 1.291743 0.999797 0.000051 0.000051 0.000051 0.000051
5607 1.291972 0.999797 0.000051 0.000051 0.000051 0.000051
5608 1.292202 0.999797 0.000051 0.000051 0.000051 0.000051
5609 1.292432 0.999797 0.000051 0.000051 0.000051 0.000051
5610 1.292662 0.999797 0.000051 0.000051 0.000051 0.000051
5611 1.292891 0.999797 0.000051 0.000051 0.000051 0.000051
5612 1.293121 0.999797 0.000051 0.000051 0.000051 0.000051
5613 1.293351 0.999797 0.000051 0.000051 0.000051 0.000051
5614 1.293580 0.999797 0.000051 0.000051 0.000051 0.000051
5615 1.293810 0.999797 0.000051 0.000051 0.000051 0.000051
5616 1.294040 0.999797 0.000051 0.000051 0.000051 0.000051
5617 1.294270 0.999797 0.000051 0.000051 0.000051 0.000051
5618 1.294499 0.999797 0.000051 0.000051 0.000051 0.000051
5619 1.294729 0.999797 0.000051 0.000051 0.000051 0.000051
5620 1.294959 0.999797 0.000051 0.000051 0.000051 0.000051
5621 1.295189 0.999797 0.000051 0.000051 0.000051 0.000051
5622 1.295418 0.999797 0.000051 0.000051 0.000051 0.000051
5623 1.295648 0.999797 0.000051 0.000051 0.000051 0.000051
5624 1.295878 0.999797 0.000051 0.000051 0.000051 0.000051
5625 1.296107 0.999797 0.000051 0.000051 0.000051 0.000051
5626 1.296337 0.999797 0.000051 0.000051 0.000051 0.000051
5627 1.296567 0.999797 0.000051 0.000051 0.000051 0.000051
5628 1.296797 0.999797 0.000051 0.000051 0.000051 0.000051
5629 1.297026 0.999797 0.000051 0.000051 0.000051 0.000051
5630 1.297256 0.999797 0.000051 0.000051 0.000051 0.000051
5631 1.297486 0.999797 0.000051 0.000051 0.000051 0.000051
5632 1.297715 0.999797 0.000051 0.000051 0.000051 0.000051
5633 1.297945 0.999797 0.000051 0.000051 0.000051 0.000051
5634 1.298175 0.999797 0.000051 0.000051 0.000051 0.000051
5635 1.298405 0.999797 0.000051 0.000051 0.000051 0.000051
5636 1.298634 0.999797 0.000051 0.000051 0.000051 0.000051
5637 1.298864 0.999797 0.000051 0.000051 0.000051 0.000051
5638 1.299094 0.999797 0.000051 0.000051 0.000051 0.000051
5639 1.299323 0.999797 0.000051 0.000051 0.000051 0.000051
5640 1.299553 0.999797 0.000051 0.000051 0.000051 0.000051
5641 1.299783 0.999797 0.000051 0.000051 0.000051 0.000051
5642 1.300013 0.999797 0.000051 0.000051 0.000051 0.000051
5643 1.300242 0.999797 0.000051 0.000051 0.000051 0.000051
5644 1.300472 0.999797 0.000051 0.000051 0.000051 0.000051
5645 1.300702 0.999797 0.000051 0.000051 0.000051 0.000051
5646 1.300932 0.999797 0.000051 0.000051 0.000051 0.000051
5647 1.301161 0.999797 0.000051 0.000051 0.000051 0.000051
5648 1.301391 0.999797 0.000051 0.000051 0.000051 0.000051
5649 1.301621 0.999797 0.000051 0.000051 0.000051 0.000051
5650 1.301850 0.999797 0.000051 0.000051 0.000051 0.000051
5651 1.302080 0.999797 0.000051 0.000051 0.000051 0.000051
5652 1.302310 0.999797 0.000051 0.000051 0.000051 0.000051
5653 1.302540 0.999797 0.000051 0.000051 0.000051 0.000051
5654 1.302769 0.999797 0.000051 0.000051 0.000051 0.000051
5655 1.302999 0.999797 0.000051 0.000051 0.000051 0.000051
5656 1.303229 0.999797 0.000051 0.000051 0.000051 0.000051
5657 1.303458 0.999797 0.000051 0.000051 0.000051 0.000051
5658 1.303688 0.999797 0.000051 0.000051 0.000051 0.000051
5659 1.303918 0.999797 0.000051 0.000051 0.000051 0.000051
5660 1.304148 0.999797 0.000051 0.000051 0.000051 0.000051
5661 1.304377 0.999797 0.000051 0.000051 0.000051 0.000051
5662 1.304607 0.999797 0.000051 0.000051 0.000051 0.000051
5663 1.304837 0.999797 0.000051 0.000051 0.000051 0.000051
5664 1.305067 0.999797 0.000051 0.000051 0.000051 0.000051
5665 1.305296 0.999797 0.000051 0.000051 0.000051 0.000051
5666 1.305526 0.999797 0.000051 0.000051 0.000051 0.000051
5667 1.305756 0.999797 0.000051 0.000051 0.000051 0.000051
5668 1.305985 0.999797 0.000051 0.000051 0.000051 0.000051
5669 1.306215 0.999797 0.000051 0.000051 0.000051 0.000051
5670 1.306445 0.999797 0.000051 0.000051 0.000051 0.000051
5671 1.306675 0.999797 0.000051 0.000051 0.000051 0.000051
5672 1.306904 0.999797 0.000051 0.000051 0.000051 0.000051
5673 1.307134 0.999797 0.000051 0.000051 0.000051 0.000051
5674 1.307364 0.999797 0.000051 0.000051 0.000051 0.000051
5675 1.307593 0.999797 0.000051 0.000051 0.000051 0.000051
5676 1.307823 0.999797 0.000051 0.000051 0.000051 0.000051
5677 1.308053 0.999797 0.000051 0.000051 0.000051 0.000051
5678 1.308283 0.999797 0.000051 0.000051 0.000051 0.000051
5679 1.308512 0.999797 0.000051 0.000051 0.000051 0.000051
5680 1.308742 0.999797 0.000051 0.000051 0.000051 0.000051
5681 1.308972 0.999797 0.000051 0.000051 0.000051 0.000051
5682 1.309201 0.999797 0.000051 0.000051 0.000051 0.000051
5683 1.309431 0.999797 0.000051 0.000051 0.000051 0.000051
5684 1.309661 0.999797 0.000051 0.000051 0.000051 0.000051
5685 1.309891 0.999797 0.000051 0.000051 0.000051 0.000051
5686 1.310120 0.999797 0.000051 0.000051 0.000051 0.000051
5687 1.310350 0.999797 0.000051 0.000051 0.000051 0.000051
5688 1.310580 0.999797 0.000051 0.000051 0.000051 0.000051
5689 1.310810 0.999797 0.000051 0.000051 0.000051 0.000051
5690 1.311039 0.999797 0.000051 0.000051 0.000051 0.000051
5691 1.311269 0.999797 0.000051 0.000051 0.000051 0.000051
5692 1.311499 0.999797 0.000051 0.000051 0.000051 0.000051
5693 1.311728 0.999797 0.000051 0.000051 0.000051 0.000051
5694 1.311958 0.999797 0.000051 0.000051 0.000051 0.000051
5695 1.312188 0.999797 0.000051 0.000051 0.000051 0.000051
5696 1.312418 0.999797 0.000051 0.000051 0.000051 0.000051
5697 1.312647 0.999797 0.000051 0.000051 0.000051 0.000051
5698 1.312877 0.999797 0.000051 0.000051 0.000051 0.000051
5699 1.313107 0.999797 0.000051 0.000051 0.000051 0.000051
5700 1.313336 0.999797 0.000051 0.000051 0.000051 0.000051
5701 1.313566 0.999797 0.000051 0.000051 0.000051 0.000051
5702 1.313796 0.999797 0.000051 0.000051 0.000051 0.000051
5703 1.314026 0.999797 0.000051 0.000051 0.000051 0.000051
5704 1.314255 0.999797 0.000051 0.000051 0.000051 0.000051
5705 1.314485 0.999797 0.000051 0.000051 0.000051 0.000051
5706 1.314715 0.999797 0.000051 0.000051 0.000051 0.000051
5707 1.314944 0.999797 0.000051 0.000051 0.000051 0.000051
5708 1.315174 0.999797 0.000051 0.000051 0.000051 0.000051
5709 1.315404 0.999797 0.000051 0.000051 0.000051 0.000051
5710 1.315634 0.999797 0.000051 0.000051 0.000051 0.000051
5711 1.315863 0.999797 0.000051 0.000051 0.000051 0.000051
5712 1.316093 0.999797 0.000051 0.000051 0.000051 0.000051
5713 1.316323 0.999797 0.000051 0.000051 0.000051 0.000051
5714 1.316553 0.999797 0.000051 0.000051 0.000051 0.000051
5715 1.316782 0.999797 0.000051 0.000051 0.000051 0.000051
5716 1.317012 0.999797 0.000051 0.000051 0.000051 0.000051
5717 1.317242 0.999797 0.000051 0.000051 0.000051 0.000051
5718 1.317471 0.999797 0.000051 0.000051 0.000051 0.000051
5719 1.317701 0.999797 0.000051 0.000051 0.000051 0.000051
5720 1.317931 0.999797 0.000051 0.000051 0.000051 0.000051
5721 1.318161 0.999797 0.000051 0.000051 0.000051 0.000051
5722 1.318390 0.999797 0.000051 0.000051 0.000051 0.000051
5723 1.318620 0.999797 0.000051 0.000051 0.000051 0.000051
5724 1.318850 0.999797 0.000051 0.000051 0.000051 0.000051
5725 1.319079 0.999797 0.000051 0.000051 0.000051 0.000051
5726 1.319309 0.999797 0.000051 0.000051 0.000051 0.000051
5727 1.319539 0.999797 0.000051 0.000051 0.000051 0.000051
5728 1.319769 0.999797 0.000051 0.000051 0.000051 0.000051
5729 1.319998 0.999797 0.000051 0.000051 0.000051 0.000051
5730 1.320228 0.999797 0.000051 0.000051 0.000051 0.000051
5731 1.320458 0.999797 0.000051 0.000051 0.000051 0.000051
5732 1.320687 0.999797 0.000051 0.000051 0.000051 0.000051
5733 1.320917 0.999797 0.000051 0.000051 0.000051 0.000051
5734 1.321147 0.999797 0.000051 0.000051 0.000051 0.000051
5735 1.321377 0.999797 0.000051 0.000051 0.000051 0.000051
5736 1.321606 0.999797 0.000051 0.000051 0.000051 0.000051
5737 1.321836 0.999797 0.000051 0.000051 0.000051 0.000051
5738 1.322066 0.999797 0.000051 0.000051 0.000051 0.000051
5739 1.322296 0.999797 0.000051 0.000051 0.000051 0.000051
5740 1.322525 0.999797 0.000051 0.000051 0.000051 0.000051
5741 1.322755 0.999797 0.000051 0.000051 0.000051 0.000051
5742 1.322985 0.999797 0.000051 0.000051 0.000051 0.000051
5743 1.323214 0.999797 0.000051 0.000051 0.000051 0.000051
5744 1.323444 0.999797 0.000051 0.000051 0.000051 0.000051
5745 1.323674 0.999797 0.000051 0.000051 0.000051 0.000051
5746 1.323904 0.999797 0.000051 0.000051 0.000051 0.000051
5747 1.324133 0.999797 0.000051 0.000051 0.000051 0.000051
5748 1.324363 0.999797 0.000051 0.000051 0.000051 0.000051
5749 1.324593 0.999797 0.000051 0.000051 0.000051 0.000051
5750 1.324822 0.999797 0.000051 0.000051 0.000051 0.000051
5751 1.325052 0.999797 0.000051 0.000051 0.000051 0.000051
5752 1.325282 0.999797 0.000051 0.000051 0.000051 0.000051
5753 1.325512 0.999797 0.000051 0.000051 0.000051 0.000051
5754 1.325741 0.999797 0.000051 0.000051 0.000051 0.000051
5755 1.325971 0.999797 0.000051 0.000051 0.000051 0.000051
5756 1.326201 0.999797 0.000051 0.000051 0.000051 0.000051
5757 1.326430 0.999797 0.000051 0.000051 0.000051 0.000051
5758 1.326660 0.999797 0.000051 0.000051 0.000051 0.000051
5759 1.326890 0.999797 0.000051 0.000051 0.000051 0.000051
5760 1.327120 0.999797 0.000051 0.000051 0.000051 0.000051
5761 1.327349 0.999797 0.000051 0.000051 0.000051 0.000051
5762 1.327579 0.999797 0.000051 0.000051 0.000051 0.000051
5763 1.327809 0.999797 0.000051 0.000051 0.000051 0.000051
5764 1.328039 0.999797 0.000051 0.000051 0.000051 0.000051
5765 1.328268 0.999797 0.000051 0.000051 0.000051 0.000051
5766 1.328498 0.999797 0.000051 0.000051 0.000051 0.000051
5767 1.328728 0.999797 0.000051 0.000051 0.000051 0.000051
5768 1.328957 0.999797 0.000051 0.000051 0.000051 0.000051
5769 1.329187 0.999797 0.000051 0.000051 0.000051 0.000051
5770 1.329417 0.999797 0.000051 0.000051 0.000051 0.000051
5771 1.329647 0.999797 0.000051 0.000051 0.000051 0.000051
5772 1.329876 0.999797 0.000051 0.000051 0.000051 0.000051
5773 1.330106 0.999797 0.000051 0.000051 0.000051 0.000051
5774 1.330336 0.999797 0.000051 0.000051 0.000051 0.000051
5775 1.330565 0.999797 0.000051 0.000051 0.000051 0.000051
5776 1.330795 0.999797 0.000051 0.000051 0.000051 0.000051
5777 1.331025 0.999797 0.000051 0.000051 0.000051 0.000051
5778 1.331255 0.999797 0.000051 0.000051 0.000051 0.000051
5779 1.331484 0.999797 0.000051 0.000051 0.000051 0.000051
5780 1.331714 0.999797 0.000051 0.000051 0.000051 0.000051
5781 1.331944 0.999797 0.000051 0.000051 0.000051 0.000051
5782 1.332174 0.999797 0.000051 0.000051 0.000051 0.000051
5783 1.332403 0.999797 0.000051 0.000051 0.000051 0.000051
5784 1.332633 0.999797 0.000051 0.000051 0.000051 0.000051
5785 1.332863 0.999797 0.000051 0.000051 0.000051 0.000051
5786 1.333092 0.999797 0.000051 0.000051 0.000051 0.000051
5787 1.333322 0.999797 0.000051 0.000051 0.000051 0.000051
5788 1.333552 0.999797 0.000051 0.000051 0.000051 0.000051
5789 1.333782 0.999797 0.000051 0.000051 0.000051 0.000051
5790 1.334011 0.999797 0.000051 0.000051 0.000051 0.000051
5791 1.334241 0.999797 0.000051 0.000051 0.000051 0.000051
5792 1.334471 0.999797 0.000051 0.000051 0.000051 0.000051
5793 1.334700 0.999797 0.000051 0.000051 0.000051 0.000051
5794 1.334930 0.999797 0.000051 0.000051 0.000051 0.000051
5795 1.335160 0.999797 0.000051 0.000051 0.000051 0.000051
5796 1.335390 0.999797 0.000051 0.000051 0.000051 0.000051
5797 1.335619 0.999797 0.000051 0.000051 0.000051 0.000051
5798 1.335849 0.999797 0.000051 0.000051 0.000051 0.000051
5799 1.336079 0.999797 0.000051 0.000051 0.000051 0.000051
5800 1.336308 0.999797 0.000051 0.000051 0.000051 0.000051
5801 1.336538 0.999797 0.000051 0.000051 0.000051 0.000051
5802 1.336768 0.999797 0.000051 0.000051 0.000051 0.000051
5803 1.336998 0.999797 0.000051 0.000051 0.000051 0.000051
5804 1.337227 0.999797 0.000051 0.000051 0.000051 0.000051
5805 1.337457 0.999797 0.000051 0.000051 0.000051 0.000051
5806 1.337687 0.999797 0.000051 0.000051 0.000051 0.000051
5807 1.337917 0.999797 0.000051 0.000051 0.000051 0.000051
5808 1.338146 0.999797 0.000051 0.000051 0.000051 0.000051
5809 1.338376 0.999797 0.000051 0.000051 0.000051 0.000051
5810 1.338606 0.999797 0.000051 0.000051 0.000051 0.000051
5811 1.338835 0.999797 0.000051 0.000051 0.000051 0.000051
5812 1.339065 0.999797 0.000051 0.000051 0.000051 0.000051
5813 1.339295 0.999797 0.000051 0.000051 0.000051 0.000051
5814 1.339525 0.999797 0.000051 0.000051 0.000051 0.000051
5815 1.339754 0.999797 0.000051 0.000051 0.000051 0.000051
5816 1.339984 0.999797 0.000051 0.000051 0.000051 0.000051
5817 1.340214 0.999797 0.000051 0.000051 0.000051 0.000051
5818 1.340443 0.999797 0.000051 0.000051 0.000051 0.000051
5819 1.340673 0.999797 0.000051 0.000051 0.000051 0.000051
5820 1.340903 0.999797 0.000051 0.000051 0.000051 0.000051
5821 1.341133 0.999797 0.000051 0.000051 0.000051 0.000051
5822 1.341362 0.999797 0.000051 0.000051 0.000051 0.000051
5823 1.341592 0.999797 0.000051 0.000051 0.000051 0.000051
5824 1.341822 0.999797 0.000051 0.000051 0.000051 0.000051
5825 1.342051 0.999797 0.000051 0.000051 0.000051 0.000051
5826 1.342281 0.999797 0.000051 0.000051 0.000051 0.000051
5827 1.342511 0.999797 0.000051 0.000051 0.000051 0.000051
5828 1.342741 0.999797 0.000051 0.000051 0.000051 0.000051
5829 1.342970 0.999797 0.000051 0.000051 0.000051 0.000051
5830 1.343200 0.999797 0.000051 0.000051 0.000051 0.000051
5831 1.343430 0.999797 0.000051 0.000051 0.000051 0.000051
5832 1.343660 0.999797 0.000051 0.000051 0.000051 0.000051
5833 1.343889 0.999797 0.000051 0.000051 0.000051 0.000051
5834 1.344119 0.999797 0.000051 0.000051 0.000051 0.000051
5835 1.344349 0.999797 0.000051 0.000051 0.000051 0.000051
5836 1.344578 0.999797 0.000051 0.000051 0.000051 0.000051
5837 1.344808 0.999797 0.000051 0.000051 0.000051 0.000051
5838 1.345038 0.999797 0.000051 0.000051 0.000051 0.000051
5839 1.345268 0.999797 0.000051 0.000051 0.000051 0.000051
5840 1.345497 0.999797 0.000051 0.000051 0.000051 0.000051
5841 1.345727 0.999797 0.000051 0.000051 0.000051 0.000051
5842 1.345957 0.999797 0.000051 0.000051 0.000051 0.000051
5843 1.346186 0.999797 0.000051 0.000051 0.000051 0.000051
5844 1.346416 0.999797 0.000051 0.000051 0.000051 0.000051
5845 1.346646 0.999797 0.000051 0.000051 0.000051 0.000051
5846 1.346876 0.999797 0.000051 0.000051 0.000051 0.000051
5847 1.347105 0.999797 0.000051 0.000051 0.000051 0.000051
5848 1.347335 0.999797 0.000051 0.000051 0.000051 0.000051
5849 1.347565 0.999797 0.000051 0.000051 0.000051 0.000051
5850 1.347794 0.999797 0.000051 0.000051 0.000051 0.000051
5851 1.348024 0.999797 0.000051 0.000051 0.000051 0.000051
5852 1.348254 0.999797 0.000051 0.000051 0.000051 0.000051
5853 1.348484 0.999797 0.000051 0.000051 0.000051 0.000051
5854 1.348713 0.999797 0.000051 0.000051 0.000051 0.000051
5855 1.348943 0.999797 0.000051 0.000051 0.000051 0.000051
5856 1.349173 0.999797 0.000051 0.000051 0.000051 0.000051
5857 1.349403 0.999797 0.000051 0.000051 0.000051 0.000051
5858 1.349632 0.999797 0.000051 0.000051 0.000051 0.000051
5859 1.349862 0.999797 0.000051 0.000051 0.000051 0.000051
5860 1.350092 0.999797 0.000051 0.000051 0.000051 0.000051
5861 1.350321 0.999797 0.000051 0.000051 0.000051 0.000051
5862 1.350551 0.999797 0.000051 0.000051 0.000051 0.000051
5863 1.350781 0.999797 0.000051 0.000051 0.000051 0.000051
5864 1.351011 0.999797 0.000051 0.000051 0.000051 0.000051
5865 1.351240 0.999797 0.000051 0.000051 0.000051 0.000051
5866 1.351470 0.999797 0.000051 0.000051 0.000051 0.000051
5867 1.351700 0.999797 0.000051 0.000051 0.000051 0.000051
5868 1.351929 0.999797 0.000051 0.000051 0.000051 0.000051
5869 1.352159 0.999797 0.000051 0.000051 0.000051 0.000051
5870 1.352389 0.999797 0.000051 0.000051 0.000051 0.000051
5871 1.352619 0.999797 0.000051 0.000051 0.000051 0.000051
5872 1.352848 0.999797 0.000051 0.000051 0.000051 0.000051
5873 1.353078 0.999797 0.000051 0.000051 0.000051 0.000051
5874 1.353308 0.999797 0.000051 0.000051 0.000051 0.000051
5875 1.353538 0.999797 0.000051 0.000051 0.000051 0.000051
5876 1.353767 0.999797 0.000051 0.000051 0.000051 0.000051
5877 1.353997 0.999797 0.000051 0.000051 0.000051 0.000051
5878 1.354227 0.999797 0.000051 0.000051 0.000051 0.000051
5879 1.354456 0.999797 0.000051 0.000051 0.000051 0.000051
5880 1.354686 0.999797 0.000051 0.000051 0.000051 0.000051
5881 1.354916 0.999797 0.000051 0.000051 0.000051 0.000051
5882 1.355146 0.999797 0.000051 0.000051 0.000051 0.000051
5883 1.355375 0.999797 0.000051 0.000051 0.000051 0.000051
5884 1.355605 0.999797 0.000051 0.000051 0.000051 0.000051
5885 1.355835 0.999797 0.000051 0.000051 0.000051 0.000051
5886 1.356064 0.999797 0.000051 0.000051 0.000051 0.000051
5887 1.356294 0.999797 0.000051 0.000051 0.000051 0.000051
5888 1.356524 0.999797 0.000051 0.000051 0.000051 0.000051
5889 1.356754 0.999797 0.000051 0.000051 0.000051 0.000051
5890 1.356983 0.999797 0.000051 0.000051 0.000051 0.000051
5891 1.357213 0.999797 0.000051 0.000051 0.000051 0.000051
5892 1.357443 0.999797 0.000051 0.000051 0.000051 0.000051
5893 1.357672 0.999797 0.000051 0.000051 0.000051 0.000051
5894 1.357902 0.999797 0.000051 0.000051 0.000051 0.000051
5895 1.358132 0.999797 0.000051 0.000051 0.000051 0.000051
5896 1.358362 0.999797 0.000051 0.000051 0.000051 0.000051
5897 1.358591 0.999797 0.000051 0.000051 0.000051 0.000051
5898 1.358821 0.999797 0.000051 0.000051 0.000051 0.000051
5899 1.359051 0.999797 0.000051 0.000051 0.000051 0.000051
5900 1.359281 0.999797 0.000051 0.000051 0.000051 0.000051
5901 1.359510 0.999797 0.000051 0.000051 0.000051 0.000051
5902 1.359740 0.999797 0.000051 0.000051 0.000051 0.000051
5903 1.359970 0.999797 0.000051 0.000051 0.000051 0.000051
5904 1.360199 0.999797 0.000051 0.000051 0.000051 0.000051
5905 1.360429 0.999797 0.000051 0.000051 0.000051 0.000051
5906 1.360659 0.999797 0.000051 0.000051 0.000051 0.000051
5907 1.360889 0.999797 0.000051 0.000051 0.000051 0.000051
5908 1.361118 0.999797 0.000051 0.000051 0.000051 0.000051
5909 1.361348 0.999797 0.000051 0.000051 0.000051 0.000051
5910 1.361578 0.999797 0.000051 0.000051 0.000051 0.000051
5911 1.361807 0.999797 0.000051 0.000051 0.000051 0.000051
5912 1.362037 0.999797 0.000051 0.000051 0.000051 0.000051
5913 1.362267 0.999797 0.000051 0.000051 0.000051 0.000051
5914 1.362497 0.999797 0.000051 0.000051 0.000051 0.000051
5915 1.362726 0.999797 0.000051 0.000051 0.000051 0.000051
5916 1.362956 0.999797 0.000051 0.000051 0.000051 0.000051
5917 1.363186 0.999797 0.000051 0.000051 0.000051 0.000051
5918 1.363415 0.999797 0.000051 0.000051 0.000051 0.000051
5919 1.363645 0.999797 0.000051 0.000051 0.000051 0.000051
5920 1.363875 0.999797 0.000051 0.000051 0.000051 0.000051
5921 1.364105 0.999797 0.000051 0.000051 0.000051 0.000051
5922 1.364334 0.999797 0.000051 0.000051 0.000051 0.000051
5923 1.364564 0.999797 0.000051 0.000051 0.000051 0.000051
5924 1.364794 0.999797 0.000051 0.000051 0.000051 0.000051
5925 1.365024 0.999797 0.000051 0.000051 0.000051 0.000051
5926 1.365253 0.999797 0.000051 0.000051 0.000051 0.000051
5927 1.365483 0.999797 0.000051 0.000051 0.000051 0.000051
5928 1.365713 0.999797 0.000051 0.000051 0.000051 0.000051
5929 1.365942 0.999797 0.000051 0.000051 0.000051 0.000051
5930 1.366172 0.999797 0.000051 0.000051 0.000051 0.000051
5931 1.366402 0.999797 0.000051 0.000051 0.000051 0.000051
5932 1.366632 0.999797 0.000051 0.000051 0.000051 0.000051
5933 1.366861 0.999797 0.000051 0.000051 0.000051 0.000051
5934 1.367091 0.999797 0.000051 0.000051 0.000051 0.000051
5935 1.367321 0.999797 0.000051 0.000051 0.000051 0.000051
5936 1.367550 0.999797 0.000051 0.000051 0.000051 0.000051
5937 1.367780 0.999797 0.000051 0.000051 0.000051 0.000051
5938 1.368010 0.999797 0.000051 0.000051 0.000051 0.000051
5939 1.368240 0.999797 0.000051 0.000051 0.000051 0.000051
5940 1.368469 0.999797 0.000051 0.000051 0.000051 0.000051
5941 1.368699 0.999797 0.000051 0.000051 0.000051 0.000051
5942 1.368929 0.999797 0.000051 0.000051 0.000051 0.000051
5943 1.369158 0.999797 0.000051 0.000051 0.000051 0.000051
5944 1.369388 0.999797 0.000051 0.000051 0.000051 0.000051
5945 1.369618 0.999797 0.000051 0.000051 0.000051 0.000051
5946 1.369848 0.999797 0.000051 0.000051 0.000051 0.000051
